source_repo	source_path	bytes	lines	ak_hits	disposition	target_path	status	reason
alaska-ai-weekly	scripts/claims_contract_check.py	10909	216	2	PORT_RETHEMED	TexasAIDispatch:scripts/claims_contract_check.py	TODO	
alaska-ai-weekly	scripts/content_sag_check.py	4952	111	0	PORT_RETHEMED	TexasAIDispatch:scripts/content_sag_check.py	TODO	
alaska-ai-weekly	scripts/crop_safety.py	8563	172	0	PORT_RETHEMED	TexasAIDispatch:scripts/crop_safety.py	TODO	
alaska-ai-weekly	scripts/dead_space_check.py	10222	200	0	PORT_RETHEMED	TexasAIDispatch:scripts/dead_space_check.py	TODO	
alaska-ai-weekly	scripts/dedupe.py	12326	212	17	PORT_RETHEMED	TexasAIDispatch:scripts/dedupe.py	TODO	
alaska-ai-weekly	scripts/dedupe_selftest.py	4889	102	16	PORT_RETHEMED	TexasAIDispatch:scripts/dedupe_selftest.py	TODO	
alaska-ai-weekly	scripts/dispatch_captions.py	10516	218	1	PORT_RETHEMED	TexasAIDispatch:scripts/dispatch_captions.py	TODO	
alaska-ai-weekly	scripts/dispatch_email.py	19881	325	15	PORT_RETHEMED	TexasAIDispatch:scripts/dispatch_email.py	TODO	
alaska-ai-weekly	scripts/dispatch_loop.sh	4584	80	1	PORT_RETHEMED	TexasAIDispatch:scripts/dispatch_loop.sh	TODO	
alaska-ai-weekly	scripts/dispatch_mix.py	29594	549	3	PORT_RETHEMED	TexasAIDispatch:scripts/dispatch_mix.py	TODO	
alaska-ai-weekly	scripts/dispatch_mix_2026_07_18.py	8384	162	0	PORT_RETHEMED	TexasAIDispatch:scripts/dispatch_mix_2026_07_18.py	TODO	
alaska-ai-weekly	scripts/dispatch_mix_2026_07_19.py	4811	111	3	PORT_RETHEMED	TexasAIDispatch:scripts/dispatch_mix_2026_07_19.py	TODO	
alaska-ai-weekly	scripts/dispatch_mix_minerals.py	5786	136	1	PORT_RETHEMED	TexasAIDispatch:scripts/dispatch_mix_minerals.py	TODO	
alaska-ai-weekly	scripts/dispatch_vo_edge.py	5135	134	0	PORT_RETHEMED	TexasAIDispatch:scripts/dispatch_vo_edge.py	TODO	
alaska-ai-weekly	scripts/encode_deliverables.sh	6848	119	0	PORT_RETHEMED	TexasAIDispatch:scripts/encode_deliverables.sh	TODO	
alaska-ai-weekly	scripts/eval_tracker.py	13315	271	0	PORT_RETHEMED	TexasAIDispatch:scripts/eval_tracker.py	TODO	
alaska-ai-weekly	scripts/evidence_coverage_check.py	5289	121	1	PORT_RETHEMED	TexasAIDispatch:scripts/evidence_coverage_check.py	TODO	
alaska-ai-weekly	scripts/fetch_sfx.py	6848	150	1	PORT_RETHEMED	TexasAIDispatch:scripts/fetch_sfx.py	TODO	
alaska-ai-weekly	scripts/flow_check.py	22741	403	0	PORT_RETHEMED	TexasAIDispatch:scripts/flow_check.py	TODO	
alaska-ai-weekly	scripts/format_gate_selftest.py	9217	212	0	PORT_RETHEMED	TexasAIDispatch:scripts/format_gate_selftest.py	TODO	
alaska-ai-weekly	scripts/get_music.py	4151	70	0	PORT_RETHEMED	TexasAIDispatch:scripts/get_music.py	TODO	
alaska-ai-weekly	scripts/gmail_draft.py	5149	114	6	PORT_RETHEMED	TexasAIDispatch:scripts/gmail_draft.py	TODO	
alaska-ai-weekly	scripts/make_review_sheets.py	4630	85	0	PORT_RETHEMED	TexasAIDispatch:scripts/make_review_sheets.py	TODO	
alaska-ai-weekly	scripts/motion_check.py	10742	235	0	PORT_RETHEMED	TexasAIDispatch:scripts/motion_check.py	TODO	
alaska-ai-weekly	scripts/mux_and_verify.sh	1941	42	0	PORT_RETHEMED	TexasAIDispatch:scripts/mux_and_verify.sh	TODO	
alaska-ai-weekly	scripts/no_exit.py	18615	378	0	PORT_RETHEMED	TexasAIDispatch:scripts/no_exit.py	TODO	
alaska-ai-weekly	scripts/panel_ledger.py	7123	152	0	PORT_RETHEMED	TexasAIDispatch:scripts/panel_ledger.py	TODO	
alaska-ai-weekly	scripts/plate_overlap_check.py	7549	170	0	PORT_RETHEMED	TexasAIDispatch:scripts/plate_overlap_check.py	TODO	
alaska-ai-weekly	scripts/preflight.py	9796	174	0	PORT_RETHEMED	TexasAIDispatch:scripts/preflight.py	TODO	
alaska-ai-weekly	scripts/probe_frames.sh	3554	75	0	PORT_RETHEMED	TexasAIDispatch:scripts/probe_frames.sh	TODO	
alaska-ai-weekly	scripts/publish_feed.py	10495	195	7	PORT_RETHEMED	TexasAIDispatch:scripts/publish_feed.py	TODO	
alaska-ai-weekly	scripts/record_draft.py	1993	53	2	PORT_RETHEMED	TexasAIDispatch:scripts/record_draft.py	TODO	
alaska-ai-weekly	scripts/render.sh	4829	91	0	PORT_RETHEMED	TexasAIDispatch:scripts/render.sh	TODO	
alaska-ai-weekly	scripts/render_parallel.sh	14936	279	1	PORT_RETHEMED	TexasAIDispatch:scripts/render_parallel.sh	TODO	
alaska-ai-weekly	scripts/run_bg.sh	2935	71	0	PORT_RETHEMED	TexasAIDispatch:scripts/run_bg.sh	TODO	
alaska-ai-weekly	scripts/run_guard.py	6133	151	1	PORT_RETHEMED	TexasAIDispatch:scripts/run_guard.py	TODO	
alaska-ai-weekly	scripts/setup_env.sh	7268	115	1	PORT_RETHEMED	TexasAIDispatch:scripts/setup_env.sh	TODO	
alaska-ai-weekly	scripts/sfx_bank.py	4204	101	0	PORT_RETHEMED	TexasAIDispatch:scripts/sfx_bank.py	TODO	
alaska-ai-weekly	scripts/ship_gate.py	24571	521	0	PORT_RETHEMED	TexasAIDispatch:scripts/ship_gate.py	TODO	
alaska-ai-weekly	scripts/shot_map.py	5011	118	2	PORT_RETHEMED	TexasAIDispatch:scripts/shot_map.py	TODO	
alaska-ai-weekly	scripts/staging_check.py	11480	242	1	PORT_RETHEMED	TexasAIDispatch:scripts/staging_check.py	TODO	
alaska-ai-weekly	scripts/story_gate.py	13248	266	6	PORT_RETHEMED	TexasAIDispatch:scripts/story_gate.py	TODO	
alaska-ai-weekly	scripts/storyboard_check.py	39011	642	4	PORT_RETHEMED	TexasAIDispatch:scripts/storyboard_check.py	TODO	
alaska-ai-weekly	scripts/text_fit_check.py	11979	268	0	PORT_RETHEMED	TexasAIDispatch:scripts/text_fit_check.py	TODO	
alaska-ai-weekly	scripts/upload_video.py	9745	170	1	PORT_RETHEMED	TexasAIDispatch:scripts/upload_video.py	TODO	
alaska-ai-weekly	scripts/vo_audio_check.py	4964	109	0	PORT_RETHEMED	TexasAIDispatch:scripts/vo_audio_check.py	TODO	
alaska-ai-weekly	scripts/vo_claims_check.py	7840	160	2	PORT_RETHEMED	TexasAIDispatch:scripts/vo_claims_check.py	TODO	
alaska-ai-weekly	scripts/vo_envelope.py	3681	98	0	PORT_RETHEMED	TexasAIDispatch:scripts/vo_envelope.py	TODO	
alaska-ai-weekly	scripts/vo_length_estimate.py	5186	115	0	PORT_RETHEMED	TexasAIDispatch:scripts/vo_length_estimate.py	TODO	
alaska-ai-weekly	scripts/vo_length_probe.py	14067	240	6	PORT_RETHEMED	TexasAIDispatch:scripts/vo_length_probe.py	TODO	
alaska-ai-weekly	scripts/vo_patch_lines.py	18976	402	2	PORT_RETHEMED	TexasAIDispatch:scripts/vo_patch_lines.py	TODO	
alaska-ai-weekly	scripts/vo_soundcheck.py	17593	367	1	PORT_RETHEMED	TexasAIDispatch:scripts/vo_soundcheck.py	TODO	
alaska-ai-weekly	scripts/vo_synth_gemini.py	29754	549	0	PORT_RETHEMED	TexasAIDispatch:scripts/vo_synth_gemini.py	TODO	
alaska-ai-weekly	scripts/zoom_clip_check.py	18294	358	1	PORT_RETHEMED	TexasAIDispatch:scripts/zoom_clip_check.py	TODO	
alaska-ai-weekly	video-engine/.gitignore	30	3	0	PORT_VERBATIM	TexasAIDispatch:video-engine/.gitignore	TODO	
alaska-ai-weekly	video-engine/package-lock.json	97559	2686	2	PORT_VERBATIM	TexasAIDispatch:video-engine/package-lock.json	TODO	
alaska-ai-weekly	video-engine/package.json	477	20	2	PORT_VERBATIM	TexasAIDispatch:video-engine/package.json	TODO	
alaska-ai-weekly	video-engine/remotion.config.ts	430	10	0	PORT_VERBATIM	TexasAIDispatch:video-engine/remotion.config.ts	TODO	
alaska-ai-weekly	video-engine/src/BenchLook.tsx	5566	91	0	PORT_RETHEMED	TexasAIDispatch:video-engine/src/BenchLook.tsx	TODO	
alaska-ai-weekly	video-engine/src/BiomeShowcase.tsx	1239	26	9	REBUILD	TexasAIDispatch:video-engine/src/BiomeShowcase.tsx	TODO	look-dev sheets get rebuilt against Texas assets
alaska-ai-weekly	video-engine/src/BiomeShowcase2.tsx	1485	34	4	REBUILD	TexasAIDispatch:video-engine/src/BiomeShowcase2.tsx	TODO	look-dev sheets get rebuilt against Texas assets
alaska-ai-weekly	video-engine/src/BiomeShowcase3.tsx	1442	33	0	REBUILD	TexasAIDispatch:video-engine/src/BiomeShowcase3.tsx	TODO	look-dev sheets get rebuilt against Texas assets
alaska-ai-weekly	video-engine/src/CityShowcase.tsx	780	19	7	REBUILD	TexasAIDispatch:video-engine/src/CityShowcase.tsx	TODO	look-dev sheets get rebuilt against Texas assets
alaska-ai-weekly	video-engine/src/CraftShowcase.tsx	3773	74	0	REBUILD	TexasAIDispatch:video-engine/src/CraftShowcase.tsx	TODO	look-dev sheets get rebuilt against Texas assets
alaska-ai-weekly	video-engine/src/Dispatch.tsx	859	25	2	PORT_RETHEMED	TexasAIDispatch:video-engine/src/Dispatch.tsx	TODO	
alaska-ai-weekly	video-engine/src/Ep0729.tsx	23706	441	11	DROP		DROPPED	per-story compositions; every Dispatch is a new film, never a re-skin
alaska-ai-weekly	video-engine/src/Ep0730.tsx	31706	604	10	DROP		DROPPED	per-story compositions; every Dispatch is a new film, never a re-skin
alaska-ai-weekly	video-engine/src/Ep0731.tsx	150648	2419	63	DROP		DROPPED	per-story compositions; every Dispatch is a new film, never a re-skin
alaska-ai-weekly	video-engine/src/Ep0802.tsx	100344	1879	16	DROP		DROPPED	per-story compositions; every Dispatch is a new film, never a re-skin
alaska-ai-weekly	video-engine/src/Ep0803.tsx	107735	1688	20	DROP		DROPPED	per-story compositions; every Dispatch is a new film, never a re-skin
alaska-ai-weekly	video-engine/src/Ep0805.tsx	54378	1021	4	DROP		DROPPED	per-story compositions; every Dispatch is a new film, never a re-skin
alaska-ai-weekly	video-engine/src/Ep0806.tsx	101938	1652	38	DROP		DROPPED	per-story compositions; every Dispatch is a new film, never a re-skin
alaska-ai-weekly	video-engine/src/Ep0807.tsx	47066	893	16	DROP		DROPPED	per-story compositions; every Dispatch is a new film, never a re-skin
alaska-ai-weekly	video-engine/src/Ep0808.tsx	137473	2299	18	DROP		DROPPED	per-story compositions; every Dispatch is a new film, never a re-skin
alaska-ai-weekly	video-engine/src/Ep0809.tsx	65037	1105	11	DROP		DROPPED	per-story compositions; every Dispatch is a new film, never a re-skin
alaska-ai-weekly	video-engine/src/Episode.tsx	25694	487	5	DROP		DROPPED	per-story compositions; every Dispatch is a new film, never a re-skin
alaska-ai-weekly	video-engine/src/FaunaShowcase.tsx	2330	44	8	REBUILD	TexasAIDispatch:video-engine/src/FaunaShowcase.tsx	TODO	look-dev sheets get rebuilt against Texas assets
alaska-ai-weekly	video-engine/src/FaunaShowcase2.tsx	1359	29	1	REBUILD	TexasAIDispatch:video-engine/src/FaunaShowcase2.tsx	TODO	look-dev sheets get rebuilt against Texas assets
alaska-ai-weekly	video-engine/src/FaunaShowcase3.tsx	1112	24	0	REBUILD	TexasAIDispatch:video-engine/src/FaunaShowcase3.tsx	TODO	look-dev sheets get rebuilt against Texas assets
alaska-ai-weekly	video-engine/src/FaunaShowcase4.tsx	1682	33	7	REBUILD	TexasAIDispatch:video-engine/src/FaunaShowcase4.tsx	TODO	look-dev sheets get rebuilt against Texas assets
alaska-ai-weekly	video-engine/src/FaunaShowcase5.tsx	1760	40	5	REBUILD	TexasAIDispatch:video-engine/src/FaunaShowcase5.tsx	TODO	look-dev sheets get rebuilt against Texas assets
alaska-ai-weekly	video-engine/src/FishShowcase.tsx	2546	44	3	REBUILD	TexasAIDispatch:video-engine/src/FishShowcase.tsx	TODO	look-dev sheets get rebuilt against Texas assets
alaska-ai-weekly	video-engine/src/GateLook.tsx	3117	58	3	PORT_RETHEMED	TexasAIDispatch:video-engine/src/GateLook.tsx	TODO	
alaska-ai-weekly	video-engine/src/IGSHook.tsx	17398	344	9	DROP		DROPPED	per-story compositions; every Dispatch is a new film, never a re-skin
alaska-ai-weekly	video-engine/src/MaterialShowcase.tsx	3302	64	0	REBUILD	TexasAIDispatch:video-engine/src/MaterialShowcase.tsx	TODO	look-dev sheets get rebuilt against Texas assets
alaska-ai-weekly	video-engine/src/Nenana3D.tsx	10945	200	5	DROP		DROPPED	per-story compositions; every Dispatch is a new film, never a re-skin
alaska-ai-weekly	video-engine/src/PropsShowcase.tsx	2217	47	0	REBUILD	TexasAIDispatch:video-engine/src/PropsShowcase.tsx	TODO	look-dev sheets get rebuilt against Texas assets
alaska-ai-weekly	video-engine/src/Root.tsx	10527	369	4	PORT_RETHEMED	TexasAIDispatch:video-engine/src/Root.tsx	TODO	
alaska-ai-weekly	video-engine/src/Standoff.tsx	11238	192	19	DROP		DROPPED	per-story compositions; every Dispatch is a new film, never a re-skin
alaska-ai-weekly	video-engine/src/StationLook.tsx	1828	28	0	PORT_RETHEMED	TexasAIDispatch:video-engine/src/StationLook.tsx	TODO	
alaska-ai-weekly	video-engine/src/TwentyFiveD.tsx	10094	203	1	PORT_RETHEMED	TexasAIDispatch:video-engine/src/TwentyFiveD.tsx	TODO	
alaska-ai-weekly	video-engine/src/UnderIceLook.tsx	2491	56	0	DROP		DROPPED	per-story compositions; every Dispatch is a new film, never a re-skin
alaska-ai-weekly	video-engine/src/index.ts	109	4	0	PORT_RETHEMED	TexasAIDispatch:video-engine/src/index.ts	TODO	
alaska-ai-weekly	video-engine/src/lib/ASSET_MANIFEST.md	80827	694	66	PORT_VERBATIM	TexasAIDispatch:video-engine/src/lib/ASSET_MANIFEST.md	TODO	
alaska-ai-weekly	video-engine/src/lib/Character.tsx	85412	1255	3	PORT_RETHEMED	TexasAIDispatch:video-engine/src/lib/Character.tsx	TODO	engine is sound; the outfit, silhouette and substance tables are Alaska
alaska-ai-weekly	video-engine/src/lib/FX.tsx	6726	153	0	PORT_VERBATIM	TexasAIDispatch:video-engine/src/lib/FX.tsx	TODO	
alaska-ai-weekly	video-engine/src/lib/absence.tsx	8202	209	0	PORT_VERBATIM	TexasAIDispatch:video-engine/src/lib/absence.tsx	TODO	
alaska-ai-weekly	video-engine/src/lib/bench.tsx	39747	670	3	PORT_VERBATIM	TexasAIDispatch:video-engine/src/lib/bench.tsx	TODO	
alaska-ai-weekly	video-engine/src/lib/biomes.tsx	56695	985	39	REBUILD	TexasAIDispatch:video-engine/src/lib/biomes.tsx	TODO	the Alaska-coded art; Texas needs its own species, land and machines
alaska-ai-weekly	video-engine/src/lib/bioprocess.tsx	25128	496	0	PORT_VERBATIM	TexasAIDispatch:video-engine/src/lib/bioprocess.tsx	TODO	
alaska-ai-weekly	video-engine/src/lib/bugs.tsx	13146	282	5	PORT_VERBATIM	TexasAIDispatch:video-engine/src/lib/bugs.tsx	TODO	
alaska-ai-weekly	video-engine/src/lib/civics.tsx	38698	673	1	PORT_VERBATIM	TexasAIDispatch:video-engine/src/lib/civics.tsx	TODO	
alaska-ai-weekly	video-engine/src/lib/clinic.tsx	20948	409	1	PORT_VERBATIM	TexasAIDispatch:video-engine/src/lib/clinic.tsx	TODO	
alaska-ai-weekly	video-engine/src/lib/evidence.tsx	14758	266	5	PORT_VERBATIM	TexasAIDispatch:video-engine/src/lib/evidence.tsx	TODO	
alaska-ai-weekly	video-engine/src/lib/fauna.tsx	126646	2062	23	REBUILD	TexasAIDispatch:video-engine/src/lib/fauna.tsx	TODO	the Alaska-coded art; Texas needs its own species, land and machines
alaska-ai-weekly	video-engine/src/lib/firecraft.tsx	23835	447	0	REBUILD	TexasAIDispatch:video-engine/src/lib/firecraft.tsx	TODO	the Alaska-coded art; Texas needs its own species, land and machines
alaska-ai-weekly	video-engine/src/lib/fishcraft.tsx	15516	282	1	PORT_VERBATIM	TexasAIDispatch:video-engine/src/lib/fishcraft.tsx	TODO	
alaska-ai-weekly	video-engine/src/lib/kit.tsx	71050	1098	6	PORT_RETHEMED	TexasAIDispatch:video-engine/src/lib/kit.tsx	TODO	engine is sound; the outfit, silhouette and substance tables are Alaska
alaska-ai-weekly	video-engine/src/lib/lighting.tsx	43678	786	8	PORT_VERBATIM	TexasAIDispatch:video-engine/src/lib/lighting.tsx	TODO	
alaska-ai-weekly	video-engine/src/lib/materials.tsx	6702	127	0	PORT_RETHEMED	TexasAIDispatch:video-engine/src/lib/materials.tsx	TODO	engine is sound; the outfit, silhouette and substance tables are Alaska
alaska-ai-weekly	video-engine/src/lib/motion.tsx	17893	375	0	PORT_VERBATIM	TexasAIDispatch:video-engine/src/lib/motion.tsx	TODO	
alaska-ai-weekly	video-engine/src/lib/nameengine.tsx	10768	220	0	PORT_VERBATIM	TexasAIDispatch:video-engine/src/lib/nameengine.tsx	TODO	
alaska-ai-weekly	video-engine/src/lib/paper.tsx	17856	365	1	PORT_VERBATIM	TexasAIDispatch:video-engine/src/lib/paper.tsx	TODO	
alaska-ai-weekly	video-engine/src/lib/props.tsx	25298	410	0	PORT_VERBATIM	TexasAIDispatch:video-engine/src/lib/props.tsx	TODO	
alaska-ai-weekly	video-engine/src/lib/records.tsx	10045	193	0	PORT_VERBATIM	TexasAIDispatch:video-engine/src/lib/records.tsx	TODO	
alaska-ai-weekly	video-engine/src/lib/screenlight.tsx	6423	151	0	PORT_VERBATIM	TexasAIDispatch:video-engine/src/lib/screenlight.tsx	TODO	
alaska-ai-weekly	video-engine/src/lib/sensors.tsx	17871	286	1	PORT_VERBATIM	TexasAIDispatch:video-engine/src/lib/sensors.tsx	TODO	
alaska-ai-weekly	video-engine/src/lib/simulation.tsx	9341	212	0	PORT_VERBATIM	TexasAIDispatch:video-engine/src/lib/simulation.tsx	TODO	
alaska-ai-weekly	video-engine/src/lib/stage3d.tsx	15239	310	1	PORT_VERBATIM	TexasAIDispatch:video-engine/src/lib/stage3d.tsx	TODO	
alaska-ai-weekly	video-engine/src/lib/underice.tsx	23904	442	2	REBUILD	TexasAIDispatch:video-engine/src/lib/underice.tsx	TODO	the Alaska-coded art; Texas needs its own species, land and machines
alaska-ai-weekly	video-engine/src/lib/vehicles.tsx	11881	196	5	REBUILD	TexasAIDispatch:video-engine/src/lib/vehicles.tsx	TODO	the Alaska-coded art; Texas needs its own species, land and machines
alaska-ai-weekly	video-engine/src/lib/vision.tsx	7989	167	0	PORT_VERBATIM	TexasAIDispatch:video-engine/src/lib/vision.tsx	TODO	
alaska-ai-weekly	video-engine/src/lib/voice.tsx	6576	143	0	PORT_VERBATIM	TexasAIDispatch:video-engine/src/lib/voice.tsx	TODO	
alaska-ai-weekly	video-engine/tsconfig.json	346	15	0	PORT_VERBATIM	TexasAIDispatch:video-engine/tsconfig.json	TODO	
alaska-ai-scanner	.claude/agents/feasibility-mapper.md	3501	70	1	PORT_RETHEMED	TexasAIScanner:.claude/agents/feasibility-mapper.md	TODO	
alaska-ai-scanner	.claude/agents/footprint-analyst.md	2932	59	0	PORT_RETHEMED	TexasAIScanner:.claude/agents/footprint-analyst.md	TODO	
alaska-ai-scanner	.claude/agents/industry-scout.md	5336	97	0	PORT_RETHEMED	TexasAIScanner:.claude/agents/industry-scout.md	TODO	
alaska-ai-scanner	.claude/agents/scan-critic.md	3947	71	0	PORT_RETHEMED	TexasAIScanner:.claude/agents/scan-critic.md	TODO	
alaska-ai-scanner	.gitignore	60	7	0	PORT_VERBATIM	TexasAIScanner:.gitignore	TODO	
alaska-ai-scanner	CLAUDE.md	8026	150	4	REBUILD	TexasAIScanner:CLAUDE.md	TODO	
alaska-ai-scanner	README.md	3175	64	8	REBUILD	TexasAIScanner:README.md	TODO	
alaska-ai-scanner	config/brand.yaml	2229	51	10	PORT_RETHEMED	TexasAIScanner:config/brand.yaml	TODO	
alaska-ai-scanner	config/scan_contract.md	4896	99	3	PORT_RETHEMED	TexasAIScanner:config/scan_contract.md	TODO	
alaska-ai-scanner	db/schema.sql	11779	257	7	PORT_RETHEMED	TexasAIScanner:db/schema.sql	TODO	
alaska-ai-scanner	docs/LAUNCH_PLAN.md	13581	242	9	PORT_RETHEMED	TexasAIScanner:docs/LAUNCH_PLAN.md	TODO	
alaska-ai-scanner	docs/PROGRESS_FEED_CONSUMERS.md	5431	112	1	PORT_RETHEMED	TexasAIScanner:docs/PROGRESS_FEED_CONSUMERS.md	TODO	
alaska-ai-scanner	knowledge/AI_SCOPING_LADDER.md	2956	55	0	PORT_RETHEMED	TexasAIScanner:knowledge/AI_SCOPING_LADDER.md	TODO	
alaska-ai-scanner	knowledge/BOTTLENECK_MAP.md	3164	43	3	PORT_RETHEMED	TexasAIScanner:knowledge/BOTTLENECK_MAP.md	TODO	
alaska-ai-scanner	knowledge/PRIVACY_WALL.md	4102	72	0	PORT_RETHEMED	TexasAIScanner:knowledge/PRIVACY_WALL.md	TODO	
alaska-ai-scanner	prompts/ROUTINE_PROMPT.txt	494	9	1	PORT_RETHEMED	TexasAIScanner:prompts/ROUTINE_PROMPT.txt	TODO	
alaska-ai-scanner	prompts/scan_routine.md	30446	559	13	PORT_RETHEMED	TexasAIScanner:prompts/scan_routine.md	TODO	
alaska-ai-scanner	samples/sample-scan.json	4250	68	1	REBUILD	TexasAIScanner:samples/sample-scan.json	TODO	
alaska-ai-scanner	scripts/build_scan_page.py	19487	434	13	PORT_RETHEMED	TexasAIScanner:scripts/build_scan_page.py	TODO	
alaska-ai-scanner	scripts/normalize_domain.py	1123	37	2	PORT_RETHEMED	TexasAIScanner:scripts/normalize_domain.py	TODO	
alaska-ai-scanner	scripts/scan_notify.py	6884	156	4	PORT_RETHEMED	TexasAIScanner:scripts/scan_notify.py	TODO	
alaska-ai-scanner	supabase/functions/_shared/normalize.ts	986	28	2	PORT_RETHEMED	TexasAIScanner:supabase/functions/_shared/normalize.ts	TODO	
alaska-ai-scanner	supabase/functions/scan-notify-me/index.ts	2423	54	0	PORT_RETHEMED	TexasAIScanner:supabase/functions/scan-notify-me/index.ts	TODO	
alaska-ai-scanner	supabase/functions/scan-optin/index.ts	3293	59	2	PORT_RETHEMED	TexasAIScanner:supabase/functions/scan-optin/index.ts	TODO	
alaska-ai-scanner	supabase/functions/scan-request/index.ts	6681	141	1	PORT_RETHEMED	TexasAIScanner:supabase/functions/scan-request/index.ts	TODO	
alaska-ai-scanner	supabase/functions/scan-result/index.ts	3252	68	0	PORT_RETHEMED	TexasAIScanner:supabase/functions/scan-result/index.ts	TODO	
alaska-ai-scanner	web/scan.html	41382	811	11	PORT_RETHEMED	TexasAIScanner:web/scan.html	TODO	
